student_id,student_name,learning_style,preferred_pace,preferred_course_load,work_hours_per_week,financial_aid_status,cumulative_gpa,grade_volatility,total_courses_completed,total_credits_earned,failing_courses,failure_rate_percent,enjoyment_rate,recent_performance,avg_completed_difficulty,max_completed_difficulty,min_completed_difficulty,avg_current_difficulty,max_current_difficulty,weighted_current_difficulty,difficulty_jump,semester_difficulty_balance,course_load_difficulty_risk,courses_with_met_prereqs,total_prereqs_met,prereq_preparedness_ratio,learning_style_success_rate,degree_completion_ratio,avg_credits_per_course,current_course_load,current_credits,peer_network_size,peer_avg_gpa,professors_known,avg_course_difficulty,degree_name,total_study_time_x,page_views_x,textbooks_accessed_x,current_course_load_from_props,overall_gpa_from_props,failure_rate_from_props,enhanced_risk_level,dropout_probability,total_risk_score,pagerank,degree,communityId,page_views_y,textbooks_accessed_y,total_study_time_y,enhanced_attrition_risk_level,enhanced_is_at_risk,cumulative_gpa_normalized,grade_volatility_normalized,total_courses_completed_normalized,total_credits_earned_normalized,failing_courses_normalized,failure_rate_percent_normalized,enjoyment_rate_normalized,recent_performance_normalized,avg_completed_difficulty_normalized,max_completed_difficulty_normalized,min_completed_difficulty_normalized,avg_current_difficulty_normalized,max_current_difficulty_normalized,weighted_current_difficulty_normalized,difficulty_jump_normalized,semester_difficulty_balance_normalized,course_load_difficulty_risk_normalized,courses_with_met_prereqs_normalized,total_prereqs_met_normalized,prereq_preparedness_ratio_normalized,learning_style_success_rate_normalized,degree_completion_ratio_normalized,avg_credits_per_course_normalized,current_course_load_normalized,current_credits_normalized,preferred_course_load_normalized,work_hours_per_week_normalized,peer_network_size_normalized,peer_avg_gpa_normalized,professors_known_normalized,avg_course_difficulty_normalized,pagerank_normalized,degree_normalized,communityId_normalized,enhanced_attrition_risk_level_normalized,dropout_probability_normalized,total_risk_score_normalized,gpa_risk_inverted,enhanced_final_risk_score
AL07451,,Unknown,Standard,4,0,Unknown,2.88,0.8497058314499201,5,15.0,0,0.0,0.2,5.2,3.6,5.0,2.0,3.0,3,6.0,0.0,0.0,0.20833333333333334,0,0,0.0,0.5,0.125,3.0,1,2.0,29,2.841247002398082,8,3.888888888888889,Bachelor of Science in Biology,0,782,80,1,2.88,0.0,LOW,1.93,5,0.8081673107927845,34.0,642,782,80,0,0,1,0.72,0.364141063898177,0.125,0.13274336283185842,0.0,0.0,0.2,0.65,0.72,1.0,0.4,0.5,0.5,0.08695652173913043,0.0,0.0,0.09384384384384385,0.0,0.0,0.0,0.5,0.125,0.9375,0.0,0.07142857142857142,1.0,0.0,0.6538461538461539,0.43208080921247194,0.27586206896551724,0.7777777777777778,0.24888329616597385,0.26666666666666666,0.6808059384941676,0.0,0.2014251781472684,0.16666666666666666,0.28,0.09676876876876878
AL37200,,Unknown,Standard,4,0,Unknown,2.68,0.9038805230781334,5,14.0,0,0.0,0.4,6.0,3.2,4.0,2.0,2.0,3,21.0,0.0,0.0,0.7835820895522387,2,5,2.5,0.5,0.11666666666666667,2.8,3,10.0,23,2.826900584795322,10,3.1666666666666665,Bachelor of Science in Computer Science,0,751,98,3,2.68,0.0,LOW,1.98,5,0.7812790706810835,33.0,642,751,98,0,0,0,0.67,0.3873576043945405,0.125,0.12389380530973451,0.0,0.0,0.4,0.75,0.64,0.8,0.4,0.25,0.5,0.41304347826086957,0.0,0.0,0.35296490520371115,0.4,0.5,1.0,0.5,0.11666666666666667,0.8749999999999999,0.5,0.6428571428571429,1.0,0.0,0.4230769230769231,0.3891415298043558,0.3448275862068966,0.6333333333333333,0.2270995200729945,0.25,0.6808059384941676,0.0,0.22042755344418055,0.16666666666666666,0.32999999999999996,0.30359298104074217
AM11080,,Unknown,Standard,4,0,Unknown,1.0,0.0,1,3.0,1,100.0,0.0,5.0,5.0,5.0,5.0,3.0,4,18.0,0.0,0.0,1.8,1,1,1.0,0.5,0.025,3.0,2,6.0,25,2.7616541353383464,2,5.0,Bachelor of Arts in Biology,0,232,27,2,1.0,0.0,HIGH,3.05,7,0.6795854245647005,27.0,943,232,27,0,3,1,0.25,0.0,0.025,0.02654867256637168,0.3333333333333333,1.0,0.0,0.625,1.0,1.0,1.0,0.5,0.75,0.34782608695652173,0.0,0.0,0.810810810810811,0.2,0.1,1.0,0.5,0.025,0.9375,0.25,0.35714285714285715,1.0,0.0,0.5,0.19385685308605868,0.06896551724137931,1.0,0.14471139768658575,0.15,1.0,1.0,0.6270783847980997,0.5,0.75,0.8871621621621624
AN49680,,Unknown,Standard,4,0,Unknown,2.8666666666666667,0.6036003092554986,21,60.0,0,0.0,0.47619047619047616,6.0,3.0476190476190474,5.0,1.0,2.0,2,6.0,0.0,0.0,0.20930232558139533,0,0,0.0,0.5,0.5,2.857142857142857,1,3.0,17,2.9436464088397796,21,2.933333333333333,Bachelor of Science in Biology,0,3295,400,1,2.8666666666666667,0.0,LOW,1.9333333333333331,5,0.9275676445219985,40.0,847,3295,400,0,0,1,0.7166666666666667,0.25867264957627895,0.525,0.5309734513274337,0.0,0.0,0.47619047619047616,0.75,0.6095238095238095,1.0,0.2,0.25,0.25,0.08695652173913043,0.0,0.0,0.09428032683846638,0.0,0.0,0.0,0.5,0.5,0.8928571428571428,0.0,0.14285714285714285,1.0,0.0,0.19230769230769232,0.7385654554965387,0.7241379310344828,0.5866666666666667,0.34561666824904785,0.36666666666666664,0.8981972428419936,0.0,0.20269200316706248,0.16666666666666666,0.2833333333333333,0.09718939870102662
AP19021,,Unknown,Standard,4,0,Unknown,2.6666666666666665,1.0856641592438552,6,16.0,1,16.666666666666668,0.3333333333333333,7.333333333333333,3.5,5.0,2.0,3.0,3,9.0,0.0,0.0,0.3375,1,2,2.0,0.5,0.13333333333333333,2.6666666666666665,1,3.0,30,2.727020785219402,9,3.4545454545454546,Bachelor of Arts in Computer Science,0,645,135,1,2.6666666666666665,0.0,LOW,1.9833333333333334,5,0.8921325609013169,39.0,836,645,135,0,1,0,0.6666666666666666,0.46526090248031626,0.15,0.1415929203539823,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.9166666666666666,0.7,1.0,0.4,0.5,0.5,0.15217391304347827,0.0,0.0,0.15202702702702706,0.2,0.2,1.0,0.5,0.13333333333333333,0.8333333333333333,0.0,0.14285714285714285,1.0,0.0,0.6923076923076923,0.09019814616884177,0.3103448275862069,0.6909090909090909,0.31690858158282476,0.35,0.8865323435843054,0.3333333333333333,0.22169437846397472,0.16666666666666666,0.33333333333333337,0.3804054054054054
AP70954,,Unknown,Standard,4,0,Unknown,2.5727272727272728,1.06966434837374,11,33.0,0,0.0,0.36363636363636365,5.818181818181818,3.1818181818181817,5.0,1.0,2.5,3,15.0,0.0,0.0,0.5830388692579506,1,2,2.0,0.5,0.275,3.0,2,6.0,29,2.8127659574468087,16,3.1363636363636362,Bachelor of Arts in Biology,0,2117,215,2,2.5727272727272728,0.09090909090909091,LOW,2.025,5,0.9414152798823783,41.0,943,2117,215,0,0,0,0.6431818181818182,0.4584041905021583,0.275,0.2920353982300885,0.0,0.0,0.36363636363636365,0.7272727272727273,0.6363636363636364,1.0,0.2,0.375,0.5,0.2826086956521739,0.0,0.0,0.2626301212873651,0.2,0.2,1.0,0.5,0.275,0.9375,0.25,0.35714285714285715,1.0,0.0,0.6538461538461539,0.34683614529284756,0.5517241379310345,0.6272727272727272,0.3568354682469126,0.38333333333333336,1.0,0.0,0.2375296912114014,0.16666666666666666,0.3568181818181818,0.2882078424392912
BA22950,,Unknown,Standard,4,0,Unknown,3.0,0.9899494936611668,2,6.0,0,0.0,0.5,6.5,4.5,5.0,4.0,1.5,2,7.0,0.0,0.0,0.23333333333333334,1,1,1.0,0.5,0.05,3.0,2,5.0,30,2.915891472868218,4,4.4,Bachelor of Arts in Biology,0,272,34,2,3.0,0.0,LOW,1.65,4,0.8484629475950832,36.0,642,272,34,0,0,0,0.75,0.42424242424242437,0.05,0.05309734513274336,0.0,0.0,0.5,0.8125,0.9,1.0,0.8,0.125,0.25,0.10869565217391304,0.0,0.0,0.10510510510510512,0.2,0.1,1.0,0.5,0.05,0.9375,0.25,0.2857142857142857,1.0,0.0,0.6923076923076923,0.655494058605931,0.13793103448275862,0.8800000000000001,0.2815292085045543,0.3,0.6808059384941676,0.0,0.09501187648456057,0.0,0.25,0.246021021021021
BE51221,,Unknown,Standard,4,0,Unknown,3.282758620689656,0.6633620889708305,29,83.0,0,0.0,0.7586206896551724,6.448275862068965,2.8620689655172415,4.0,1.0,2.5,3,12.0,0.0,0.0,0.3655462184873948,1,2,2.0,0.5,0.6916666666666667,2.8620689655172415,2,5.0,27,2.9088235294117646,26,2.890625,Bachelor of Science in Computer Science,0,5548,489,2,3.282758620689656,0.0,LOW,1.5293103448275858,4,1.2871876016651962,58.0,943,5548,489,0,0,0,0.820689655172414,0.2842835342383928,0.725,0.7345132743362832,0.0,0.0,0.7586206896551724,0.8060344827586207,0.5724137931034483,0.8,0.2,0.375,0.5,0.21739130434782608,0.0,0.0,0.16466045877810578,0.2,0.2,1.0,0.5,0.6916666666666667,0.8943965517241379,0.25,0.2857142857142857,1.0,0.0,0.5769230769230769,0.6343394813922407,0.896551724137931,0.578125,0.6369663658279968,0.6666666666666666,1.0,0.0,0.04914407404373809,0.0,0.179310344827586,0.25086312623837975
BE77842,,Unknown,Standard,4,0,Unknown,3.0,0.8717797887081348,7,21.0,0,0.0,0.42857142857142855,6.0,3.0,4.0,2.0,2.0,2,6.0,0.0,0.0,0.2,0,0,0.0,0.5,0.175,3.0,1,3.0,30,2.815088757396449,13,2.875,Bachelor of Science in Computer Science,0,1305,72,1,3.0,0.0,LOW,1.5999999999999999,4,0.8840183826586077,38.0,943,1305,72,0,0,1,0.75,0.3736008486647865,0.175,0.18584070796460178,0.0,0.0,0.42857142857142855,0.75,0.6,0.8,0.4,0.25,0.25,0.08695652173913043,0.0,0.0,0.0900900900900901,0.0,0.0,0.0,0.5,0.175,0.9375,0.0,0.14285714285714285,1.0,0.0,0.6923076923076923,0.3537883586473211,0.4482758620689655,0.575,0.3103347990934017,0.3333333333333333,1.0,0.0,0.07600950118764843,0.0,0.25,0.09301801801801801
BI96046,,Unknown,Standard,4,0,Unknown,2.6625,1.401975646823337,8,23.0,1,12.5,0.75,5.375,2.875,4.0,2.0,2.6666666666666665,3,19.0,0.0,0.0,0.7136150234741784,1,1,1.0,0.5,0.19166666666666668,2.875,3,7.0,28,2.864126984126985,14,3.0,Bachelor of Science in Computer Science,0,1606,117,3,2.6625,0.125,LOW,2.3093749999999997,6,0.8445483786290843,36.0,943,1606,117,0,1,0,0.665625,0.6008160526831381,0.2,0.20353982300884957,0.3333333333333333,0.125,0.75,0.671875,0.575,0.8,0.4,0.41666666666666663,0.5,0.3695652173913043,0.0,0.0,0.32144820877215247,0.2,0.1,1.0,0.5,0.19166666666666668,0.8984375,0.5,0.42857142857142855,1.0,0.0,0.6153846153846154,0.5005613146259614,0.4827586206896552,0.6,0.2783577813861712,0.3,1.0,0.3333333333333333,0.345605700712589,0.3333333333333333,0.334375,0.40606047508776383
BJ71122,,Unknown,Standard,4,0,Unknown,2.864705882352941,1.159170595981556,17,44.0,1,5.882352941176471,0.5882352941176471,6.529411764705882,3.1176470588235294,5.0,1.0,2.0,3,15.0,0.0,0.0,0.5236139630390143,2,6,3.0,0.5,0.36666666666666664,2.588235294117647,2,7.0,27,2.8949860724233987,22,3.0303030303030303,Bachelor of Science in Computer Science,0,2723,318,2,2.864705882352941,0.058823529411764705,LOW,1.9455882352941174,5,1.1239280206385653,50.0,642,2723,318,0,1,0,0.7161764705882353,0.4967620539215818,0.425,0.3893805309734513,0.3333333333333333,0.05882352941176471,0.5882352941176471,0.8161764705882353,0.6235294117647059,1.0,0.2,0.25,0.5,0.2826086956521739,0.0,0.0,0.23586214551306953,0.4,0.6,1.0,0.5,0.36666666666666664,0.8088235294117647,0.25,0.42857142857142855,1.0,0.0,0.5769230769230769,0.5929235371214606,0.7586206896551724,0.6060606060606061,0.5046999867959939,0.5333333333333333,0.6808059384941676,0.3333333333333333,0.20734944809277622,0.16666666666666666,0.2838235294117647,0.37065282125947663
BL63749,,Unknown,Standard,4,0,Unknown,3.2375000000000007,0.7667028976946242,16,46.0,0,0.0,0.625,6.6875,3.0625,5.0,1.0,2.0,2,6.0,0.0,0.0,0.1853281853281853,0,0,0.0,0.5,0.38333333333333336,2.875,1,3.0,28,2.83596837944664,18,3.0,Bachelor of Arts in Biology,0,1817,292,1,3.2375000000000007,0.0,LOW,1.5406249999999997,4,1.0386915930642424,47.0,836,1817,292,0,0,1,0.8093750000000002,0.3285701927971179,0.4,0.40707964601769914,0.0,0.0,0.625,0.8359375,0.6125,1.0,0.2,0.25,0.25,0.08695652173913043,0.0,0.0,0.08348116456224564,0.0,0.0,0.0,0.5,0.38333333333333336,0.8984375,0.0,0.14285714285714285,1.0,0.0,0.6153846153846154,0.4162817245853489,0.6206896551724138,0.6,0.43564484426784883,0.48333333333333334,0.8865323435843054,0.0,0.053444180522565235,0.0,0.19062499999999982,0.08575873291244912
BO05970,,Unknown,Standard,4,0,Unknown,3.0,2.0,4,11.0,0,0.0,0.75,5.25,2.25,3.0,2.0,3.5,4,21.0,0.0,0.0,0.7,2,4,2.0,0.5,0.09166666666666666,2.75,2,6.0,27,2.8787564766839386,7,2.142857142857143,Bachelor of Science in Computer Science,0,808,81,2,3.0,0.25,LOW,2.2999999999999994,6,0.7937498996382513,33.0,943,808,81,0,0,0,0.75,0.8570991287109667,0.1,0.09734513274336283,0.0,0.0,0.75,0.65625,0.45,0.6,0.4,0.625,0.75,0.41304347826086957,0.0,0.0,0.3153153153153153,0.4,0.4,1.0,0.5,0.09166666666666666,0.859375,0.25,0.35714285714285715,1.0,0.0,0.5769230769230769,0.5443478462811638,0.2413793103448276,0.42857142857142855,0.23720288662165034,0.25,1.0,0.0,0.34204275534441786,0.3333333333333333,0.25,0.28806306306306306
BV66369,,Unknown,Standard,4,0,Unknown,2.9625,0.7963084470587657,8,23.0,0,0.0,0.625,5.75,3.25,4.0,2.0,3.3333333333333335,4,30.0,0.0,0.0,1.0126582278481013,3,9,3.0,0.5,0.19166666666666668,2.875,3,9.0,27,2.884776902887141,12,3.3125,Bachelor of Arts in Computer Science,0,1435,150,3,2.9625,0.0,LOW,1.9093749999999998,5,0.9241531528889518,40.0,943,1435,150,0,1,0,0.740625,0.34125763807962556,0.2,0.20353982300884957,0.0,0.0,0.625,0.71875,0.65,0.8,0.4,0.5833333333333334,0.75,0.6086956521739131,0.0,0.0,0.45615235488653216,0.6,0.9,1.0,0.5,0.19166666666666668,0.8984375,0.5,0.5714285714285714,1.0,0.0,0.5769230769230769,0.5623671713874904,0.41379310344827586,0.6625,0.34285038377313415,0.36666666666666664,1.0,0.3333333333333333,0.1935866983372921,0.16666666666666666,0.259375,0.4005013043106398
BW63033,,Unknown,Standard,4,0,Unknown,2.65,0.887130204648675,6,17.0,1,16.666666666666668,0.6666666666666666,4.666666666666667,2.5,4.0,1.0,2.0,3,8.0,0.0,0.0,0.3018867924528302,2,2,1.0,0.5,0.14166666666666666,2.8333333333333335,2,4.0,23,2.8544444444444457,12,2.642857142857143,Bachelor of Science in Biology,0,1161,97,2,2.65,0.0,LOW,1.9874999999999998,5,0.7342295007485409,30.0,943,1161,97,0,1,0,0.6625,0.3801792627287805,0.15,0.1504424778761062,0.3333333333333333,0.16666666666666669,0.6666666666666666,0.5833333333333334,0.5,0.8,0.2,0.25,0.5,0.13043478260869565,0.0,0.0,0.13598504164541902,0.4,0.2,1.0,0.5,0.14166666666666666,0.8854166666666666,0.25,0.21428571428571427,1.0,0.0,0.4230769230769231,0.4715811686187275,0.41379310344827586,0.5285714285714286,0.1889818413992063,0.2,1.0,0.3333333333333333,0.2232779097387173,0.16666666666666666,0.3375,0.3776136749957505
